Continent;Country;PlotID;PlotCode;PlotViewID;LatitudeDecimal;LongitudeDecimal;;Altitude;PlotArea;TreeID;FamilyAPGID;Family;GenusID;Genus;SpeciesID;Species;Census.No;Census.Mean.Date;D1;DPOMtMinus1;D2;D3;D4;POM;F1;F2;F3;F4;Height;F5;LI;CI;WD;AllometricRegionID;ClusterID;ForestMoistureID;ForestEdaphicID;ForestEdaphicHeightID;ForestElevationID;ForestElevationHeightID;BiogeographicalRegionID;Monocot;PomChange;Recruit;Tag.No;Sub.Plot.T1;Stem
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051834;;Myrtaceae;;Myrcia;;Myrcia oligantha;2;2019.644;59;;68;68;68;1300;a;1;0;4;6;4;;;;;;;;;;;;;;;1055d;I2SW7;1055d
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051559;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;256;;256;256;256;1300;a;1;0;4;12;4;;;;;;;;;;;;;;;751;I1SE5;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051651;;Euphorbiaceae;;Sapium;;Sapium glandulosum;2;2019.644;185;;185;185;185;1300;a;1;0;4;16;4;;;;;;;;;;;;;;;925;I2NW11;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051894;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;633;;633;633;633;1300;a;1;0;4;21;4;;;;;;;;;;;;;;;1089;I2SW9;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051565;;Myrtaceae;;Myrceugenia;;Myrceugenia euosma;2;2019.644;113;;113;113;113;1300;a;1;0;4;9;4;;;;;;;;;;;;;;;756;I1SE4;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051708;;Euphorbiaceae;;Sapium;;Sapium glandulosum;2;2019.644;192;;192;192;192;1300;a;1;0;4;11;4;;;;;;;;;;;;;;;972;I2NE3;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051851;;Lauraceae;;Ocotea;;Ocotea elegans;2;2019.644;170;;170;170;170;1300;a;1;0;4;16;4;;;;;;;;;;;;;;;1066;I2SW7;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051508;;Myrtaceae;;Eugenia;;Eugenia oeidocarpa;2;2019.644;105;;105;105;105;1300;a;1;0;4;7;4;;;;;;;;;;;;;;;719;I1NE1;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051459;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;128;;128;128;128;1300;a;1;0;4;8;4;;;;;;;;;;;;;;;691;I1NE2;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051757;;Lauraceae;;Ocotea;;Ocotea porosa;2;2019.644;258;;139;139;139;1300;a;1;0;2;12.5;4;;;;;;;;;;;;;;;1000d;I2SE6;1000a
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051957;;Podocarpaceae;;Podocarpus;;Podocarpus lambertii;2;2019.644;133;;133;133;133;1300;ah;1;0;0;9;4;;;;;;;;;;;;;;;831a;I3SW7;831a
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2052000;;Aquifoliaceae;;Ilex;;Ilex microdonta;2;2019.644;216;;216;216;216;1300;a;1;0;0;11;4;;;;;;;;;;;;;;;870;I3NW12;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051476;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;417;;417;417;417;1300;a;1;0;4;21;4;;;;;;;;;;;;;;;701;I1NE3;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051808;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;336;;336;336;336;1300;a;1;0;4;16;4;;;;;;;;;;;;;;;1038;I2SE4;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051900;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;131;;131;131;131;1300;a;1;0;4;12;4;;;;;;;;;;;;;;;1095;I2NW10;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051591;;Myrtaceae;;Blepharocalyx;;Blepharocalyx salicifolius;2;2019.644;103;;103;103;103;1300;an;1;0;4;8;4;;;;;;;;;;;;;;;773;I1SE6;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051994;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;253;;253;253;253;1300;a;1;0;0;13;4;;;;;;;;;;;;;;;864;I3NW12;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051725;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;401;;401;401;401;1300;a;1;0;4;21;4;;;;;;;;;;;;;;;983;I2NE2;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051966;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;256;;256;256;256;840;a;1;0;0;8.5;4;;;;;;;;;;;;;;;838;I3SW9;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051983;;Myrtaceae;;Eugenia;;Eugenia handroi;2;2019.644;326;;326;326;326;1300;z;1;0;0;10;4;;;;;;;;;;;;;;;854;I3NW10;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051883;;Salicaceae;;Casearia;;Casearia decandra;2;2019.644;185;;185;185;185;1300;a;1;0;4;14;4;;;;;;;;;;;;;;;1082;I2SW9;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051940;;Aquifoliaceae;;Ilex;;Ilex paraguariensis;2;2019.644;138;;138;138;138;1300;a;1;0;0;12;4;;;;;;;;;;;;;;;819;I3NE1;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051768;;Lauraceae;;Ocotea;;Ocotea elegans;2;2019.644;240;;240;240;240;1300;a;1;0;0;15;4;;;;;;;;;;;;;;;1005;I2SE6;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051510;;Myrtaceae;;Myrceugenia;;Myrceugenia euosma;2;2019.644;110;;110;110;110;1300;a;1;0;4;7.5;4;;;;;;;;;;;;;;;721;I1NE1;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051845;;Lauraceae;;Ocotea;;Ocotea elegans;2;2019.644;221;;221;221;221;1300;a;1;0;4;13;4;;;;;;;;;;;;;;;1060;I2SW7;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051896;;Myrtaceae;;Eugenia;;Eugenia handroi;2;2019.644;101;;101;101;101;1300;an;1;0;4;10;4;;;;;;;;;;;;;;;1091;I2SW9;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051705;;Myrtaceae;;Myrceugenia;;Myrceugenia mesomischa;2;2019.644;118;;118;118;118;1300;a;1;0;4;7.5;4;;;;;;;;;;;;;;;969;I2NE3;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051754;;Lauraceae;;Ocotea;;Ocotea porosa;2;2019.644;139;;258;258;258;1300;a;1;0;2;12.5;4;;;;;;;;;;;;;;;1000a;I2SE6;1000a
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2052014;;Myrtaceae;;Myrceugenia;;Myrceugenia miersiana;2;2019.644;114;;114;114;114;1300;a;1;0;0;8;4;;;;;;;;;;;;;;;879;I3NW11;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051610;;Myrtaceae;;Myrceugenia;;Myrceugenia euosma;2;2019.644;143;;143;143;143;1300;ah;1;0;4;11;4;;;;;;;;;;;;;;;783f;I1SE6;783e
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051378;;Myrtaceae;;Eugenia;;Eugenia uruguayensis;2;2019.644;164;;164;164;164;1300;a;1;0;4;9;4;;;;;;;;;;;;;;;630;I1SW7;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051582;;Myrtaceae;;Myrceugenia;;Myrceugenia miersiana;2;2019.644;151;;151;151;151;1300;ah;1;0;4;11;4;;;;;;;;;;;;;;;768c;I1SE6;768c
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051748;;Aquifoliaceae;;Ilex;;Ilex microdonta;2;2019.644;163;;163;163;163;1300;a;1;0;4;11;4;;;;;;;;;;;;;;;994;I2NE2;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2052031;;Theaceae;;Laplacea;;Laplacea acutifolia;2;2019.644;375;;375;375;375;1300;a;1;0;0;12;4;;;;;;;;;;;;;;;892;I3NE3;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051627;;Myrtaceae;;Myrceugenia;;Myrceugenia miersiana;2;2019.644;111;;111;111;111;1300;ah;1;0;4;8;4;;;;;;;;;;;;;;;910c;I2NW10;910c
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051923;;Myrtaceae;;Eugenia;;Eugenia handroi;2;2019.644;162;;162;162;162;1300;a;1;0;0;13;4;;;;;;;;;;;;;;;803;I3SE6;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051813;;Salicaceae;;Casearia;;Casearia decandra;2;2019.644;123;;123;123;123;1300;a;1;0;4;10;4;;;;;;;;;;;;;;;1042;I2SE4;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051353;;Myrtaceae;;Myrceugenia;;Myrceugenia euosma;2;2019.644;221;;221;221;221;1300;ah;1;0;4;11;4;;;;;;;;;;;;;;;609a;I1SW9;609a
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051453;;Aquifoliaceae;;Ilex;;Ilex microdonta;2;2019.644;226;;226;226;226;1300;a;1;0;4;13;4;;;;;;;;;;;;;;;685;I1NE2;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051370;;Myrtaceae;;Eugenia;;Eugenia oeidocarpa;2;2019.644;104;;104;104;104;1300;an;1;0;4;8.5;4;;;;;;;;;;;;;;;623;I1SW9;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051613;;Myrtaceae;;Eugenia;;Eugenia uruguayensis;2;2019.644;277;;277;277;277;1300;a;1;0;4;11;4;;;;;;;;;;;;;;;785;I1SE6;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051468;;Myrtaceae;;Eugenia;;Eugenia uruguayensis;2;2019.644;127;;127;127;127;1300;a;1;0;4;5;4;;;;;;;;;;;;;;;695;I1NE2;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051396;;Myrtaceae;;Siphoneugena;;Siphoneugena reitzii;2;2019.644;137;;137;137;137;1300;ah;1;0;4;7;4;;;;;;;;;;;;;;;644b;I1NW10;644b
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051361;;Rutaceae;;Zanthoxylum;;Zanthoxylum rhoifolium;2;2019.644;0;;0;0;0;;0;fps;0;;;;;;;;;;;;;;;;;;615;I1SW9;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051914;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;177;;177;177;177;1300;ah;1;0;0;10.5;4;;;;;;;;;;;;;;;797a;I3SE6;797a
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051979;;Lauraceae;;Ocotea;;Ocotea porosa;2;2019.644;131;;131;131;131;1300;a;1;0;0;7.5;4;;;;;;;;;;;;;;;851;I3SW8;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051530;;Myrtaceae;;Siphoneugena;;Siphoneugena reitzii;2;2019.644;0;;0;0;0;;0;krs;0;;;;;;;;;;;;;;;;;;733b;I1SE5;733b
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051814;;Salicaceae;;Xylosma;;Xylosma pseudosalzmanii;2;2019.644;166;;166;166;166;1300;a;1;0;4;13;4;;;;;;;;;;;;;;;1043;I2SE4;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051779;;Cunoniaceae;;Lamanonia;;Lamanonia ternata;2;2019.644;0;;0;0;0;1300;0;b;0;;;;;;;;;;;;;;;;;;1014a;I2SE5;1014b
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051344;;Myrtaceae;;Myrceugenia;;Myrceugenia euosma;2;2019.644;385;;385;385;385;1300;a;1;0;4;7;4;;;;;;;;;;;;;;;602;I1SW8;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051614;;Myrtaceae;;Myrceugenia;;Myrceugenia mesomischa;2;2019.644;131;;131;131;131;1300;ah;1;0;4;7;4;;;;;;;;;;;;;;;903a;I2NW10;903a
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051645;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;258;;106;106;106;1300;a;1;0;2;16;4;;;;;;;;;;;;;;;922b;I2NW11;922a
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051946;;Myrtaceae;;Myrciaria;;Myrciaria floribunda;2;2019.644;97;;97;97;97;1300;a;1;0;0;8;4;;;;;;;;;;;;;;;823;I3NE1;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051528;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;122;;122;122;122;1300;a;1;0;4;11;4;;;;;;;;;;;;;;;732;I1SE5;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051848;;Lauraceae;;Ocotea;;Ocotea elegans;2;2019.644;175;;175;175;175;1300;a;1;0;4;12;4;;;;;;;;;;;;;;;1063;I2SW7;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051862;;Myrtaceae;;Myrcia;;Myrcia oligantha;2;2019.644;107;;107;107;107;1300;ahn;1;0;4;7;4;;;;;;;;;;;;;;;1072a;I2SW8;1072a
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051445;;Myrtaceae;;Blepharocalyx;;Blepharocalyx salicifolius;2;2019.644;143;;143;143;143;1300;a;1;0;4;11;4;;;;;;;;;;;;;;;681;I1NW12;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051479;;Aquifoliaceae;;Ilex;;Ilex microdonta;2;2019.644;283;;283;283;283;1300;a;1;0;4;12;4;;;;;;;;;;;;;;;704;I1NE3;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051379;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;467;;467;467;467;1300;a;1;0;4;20;4;;;;;;;;;;;;;;;631;I1SW7;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051980;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;140;;248;248;248;1300;a;1;0;2;10;4;;;;;;;;;;;;;;;852a;I3SW8;852a
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051694;;Myrtaceae;;Myrceugenia;;Myrceugenia mesomischa;2;2019.644;161;;161;161;161;1300;ah;1;0;4;9.5;4;;;;;;;;;;;;;;;965a;I2NE3;965a
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051780;;Cunoniaceae;;Lamanonia;;Lamanonia ternata;2;2019.644;382;;382;382;382;1300;a;1;0;4;14;4;;;;;;;;;;;;;;;1014b;I2SE5;1014b
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051413;;Myrtaceae;;Myrceugenia;;Myrceugenia myrcioides;2;2019.644;200;;200;200;200;1300;a;1;0;4;8;4;;;;;;;;;;;;;;;659;I1NW11;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051579;;Rutaceae;;Zanthoxylum;;Zanthoxylum rhoifolium;2;2019.644;119;;119;119;119;1300;a;1;0;4;8;4;;;;;;;;;;;;;;;767;I1SE4;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051794;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;224;;224;224;224;1300;a;1;0;4;11;4;;;;;;;;;;;;;;;1025;I2SE5;
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2052029;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;244;;244;244;244;1300;a;1;0;0;10;4;;;;;;;;;;;;;;;890;I3NE3;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051797;;Myrtaceae;;Myrcia;;Myrcia guianensis;2;2019.644;259;;259;259;259;1300;a;1;0;4;11;4;;;;;;;;;;;;;;;1028;I2SE5;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051897;;Myrtaceae;;Eugenia;;Eugenia handroi;2;2019.644;173;;173;173;173;1300;a;1;0;4;11;4;;;;;;;;;;;;;;;1092;I2SW9;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051362;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;336;;336;336;336;1300;a;1;0;4;17;4;;;;;;;;;;;;;;;616;I1SW9;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051562;;Myrtaceae;;Eugenia;;Eugenia subterminalis;2;2019.644;124;;124;124;124;1300;ah;1;0;4;8;4;;;;;;;;;;;;;;;754a;I1SE5;754a
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051811;;Aquifoliaceae;;Ilex;;Ilex paraguariensis;2;2019.644;269;;269;269;269;1300;ah;1;0;4;13;4;;;;;;;;;;;;;;;1041a;I2SE4;1041a
South America;BRAZIL;4489;PNA-03;4684;;;;;0.12;2051911;;Cunoniaceae;;Weinmannia;;Weinmannia paulliniifolia;2;2019.644;211;;211;211;211;1300;a;1;0;0;13;4;;;;;;;;;;;;;;;794;I3SE6;
South America;BRAZIL;4487;PNA-01;4682;;;;;0.12;2051611;;Myrtaceae;;Myrceugenia;;Myrceugenia euosma;2;2019.644;163;;142;142;142;1300;a;1;0;2;11.5;4;;;;;;;;;;;;;;;784a;I1SE6;784b
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051711;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;557;;557;557;557;1300;a;1;0;4;20;4;;;;;;;;;;;;;;;975;I2NE1;
South America;BRAZIL;4488;PNA-02;4683;;;;;0.12;2051662;;Araucariaceae;;Araucaria;;Araucaria angustifolia;2;2019.644;101;;101;101;101;1300;ah;1;0;4;11;4;;;;;;;;;;;;;;;931b;I2NW11;931a
;;;;;;;;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
